አስለፈለፈ	v+t	cross-examined, interviewed someone so that one was obliged to talk (reveal the truth)
ለፈፈ	v+t	declared, publicized, widen the information(rumor)
አስለፈፈ	v+t	had (the news, information, etc) declared, publicized
ተላፋ	v+t	kicked up one's heels, pranced, gamboled,
አለፋ	v+t	exhausted, wearied, done in, bronzed, smoothened hide and skin
አስለፋ	v+t	had (hide & skins) bronzed, smoothened
አላላ	v+t	released, let go, set free(one's clasp, grasp),unfastened, slacken (for belt, etc.), made not stringent, not strict (for regulation, control)
አላመ	v+t	crushed(pulverized) thinly, turned in to fine particles (for grains)
አስላመ	v+t	had (grains, etc.) crushed(pulverized) thinly or fine particles
ላሰ	v+t	licked, passed the tongue over the surface of something to clean, or to make it wet (as in licking the back of postage stamp)
ተላሰ	v+t	got licked
አላሰ	v+t	had someone lick something, sugared, for instance ‘ጠጅ' ‘the local drink, with honey
አስላሰ	v+t	had someone lick something
ላሸ	v+t	gotten feeble, frail, really spongy
አላሸ	v+t	made something feeble, frail, spongy
አላሸቀ	v+t	roiled, shaken or mixed up together, made mucky
ላቀ	v+t	outshone, stood out, surpassed
አላቀ	v+t	made someone outshine, stand out, surpass
አላቆጠ	v+t	pressed and stretched(dough), made mucky
ላከ	v+t	mailed, dispatched (letter, correspondence, etc)
ተላከ	v+t	got dispatched, forwarded, transmitted, sent
አላላከ	v+t	made a request or inquiry
አስላከ	v+t	had something dispatched, forwarded, transmitted
ላከከ	v+t	lay the guilt on someone, held responsible someone, fastened or glued onto something
ተላከከ	v+t	(the guilt, blame, etc) was laid on someone, fastened or glued onto
ላገ	v+t	was made flat & soft, buffed or varnished
አስላገ	v+t	made (usually, wooden piece) flat & soft, buffed or varnished
ላጠ	v+t	skinned, unwrap, or unpeel (fruit, etc)
ላላጠ	v+t	come off chips (peels) from
አስላጠ	v+t	had something skinned or unpeeled
ላጨ	v+t	trimmed (beard, etc.),tricked or deceived
አስላጨ	v+t	had someone shaved, trimmed(beard, etc.)
ላፈ	v+t	blazed, charred, gulped, stole (money, etc) (informal use)
ሕግ፡ተላለፈ	v+t	became against the law
ሕግ፡አወጣ	v+t	writing or making set of laws
መለለ	v+t	grew skinny and long, became weakened,
መለሰ	v+t	replied, responded, gave back
አመላለስ	v+t	carried or transported (things, people, etc,) from place to place
አስመለሰ	v+t	had something returned, disgorged, threw up, spewed
መለጠ	v+t	became bald, get rid of all the hair from
አመለጠ	v+t	dropped from the hands, fled (from protection, prison, etc)
አመለጠው	v+t	missed something, (somebody)escaped from his safekeeping, farted
አስመለጠ	v+t	made someone flee, made something slip from the hands
መላ፡መታ	v+t	offered a suggestion (as a remedy to some problem) forecasted, foretold
መላ፡ተናገረ	v+t	presented a useful proposal
መሠረተ	v+t	instituted, established, set up
አስመሠረተ	v+t	had something instituted or set up
መረመረ	v+t	looked into, scrutinized, inspected, tested out
ተመራመረ	v+t	investigated, explored or researched into something, delve into thoroughly
አመራመረ	v+t	caused others to delve into the matter thoroughly
አስመረመረ	v+t	had something examined or looked into, had something checked (for confirmation)
መረረ	v+t	gotten sour (the flavor)
ተመረረ	v+t	got annoyed by, was edgy, was bitter (intolerant emotionally)
አመረረ	v+t	much affected or upset by, became grave or sober about something, got hurt as one reached a point of no tolerance
አስመረረ	v+t	made someone reach a point of no tolerance, became harsh, bitter
መረቀ	v+t	wished someone well, blessed, officially established an office, launch, inaugurated,
አስመረቀ	v+t	had someone blessed, treated one's friends (after buying a new car, suit, etc), had someone graduated
ጣለ	v+t	flung, cast, tossed, pitched
አመረተ	v+t	yielded, produced (harvest, crop, etc.)
መረነ	v+t	joined with drawstring or latchet
መረዘ	v+t	became toxic, detested strongly
አማረዘ	v+t	poisoned (others), caused others to extremely dislike one another
አስመረዘ	v+t	had (someone, something) poisoned, caused others to extremely dislike one another
መረገ	v+t	smeared or covered, or daubed cement
አማረገ	v+t	assist someone to splash or cover cement
አስመረገ	v+t	had something plastered
መረጠ	v+t	decided one's preference, nominated for, favored
አማረጠ	v+t	had chosen, determined the most preferred ones
አስመረጠ	v+t	had (someone, something) elected(for vote), selected(other things)
መራ	v+t	directed (a show, presentation, etc.), showed the way (for instance, army leader), headed (a program, etc.) led (in singing, athletics race, etc.)
ተማራ	v+t	guided or directed each other (for instance, two blind people)
አመራ	v+t	headed towards, set off one's way towards, take one's course
አስመራ	v+t	had someone heading for, directed
መርበብ፡ጣለ	v+t	cast a fishing net on water
መርፌ፡ወጋ	v+t	gave an inoculation (injection)
መሰለ	v+t	looked like, was similar to, imitated, was a mentor of
ተመሰለ	v+t	had the outward appearance or figure of something.
ተማሰለ	v+t	got blended, churned or swirled, bore a resemblance to one another, became uniform
አማሰለ	v+t	blended, mixed, or beaten (soup, potage etc),considered matter of resemblance
አስመሰለ	v+t	faked, imitated, addressed persuasively
አመሳከረ	v+t	made (both sides) bore witness, match up to or weighed up (two stuff of similar type)
አስመሰከረ	v+t	had someone stated under oath, had someone bore witness by substitute
መሰገ	v+t	(animals) crammed into byre or cowshed
መሰጠ	v+t	captured one's attentiveness, engrossed or immersed in one's thinking
ተመሰጠ	v+t	got engrossed or immersed in thinking
አማሸ	v+t	hung about as someone's companionship (for the evening)
አስመሸ	v+t	kept someone behindhand (in the evening)
መሸተ	v+t	made drinks (usually alcoholic) ready for night sale
መሸታ	v+t	drink at night in a bar (tavern),a drinking binge (spree)
መሸገ	v+t	built a defense (blockade),fenced against enemy
አስመሸገ	v+t	had a site or location erected as a barricade
መተረ	v+t	cut into pieces (meat, etc)
መታተረ	v+t	cut rather into several pieces
አስመተረ	v+t	had something cut into pieces
መታታ	v+t	hit softly
ተማታ	v+t	stroke one another, was bewildered
አማታ	v+t	made someone strike somebody, bewildered, befuddled with an intent to cheat
አምታታ	v+t	misled, cheated
አስመታ	v+t	had someone strike (punch)
አመነመነ	v+t	grew weaker, deteriorated
መነቀረ	v+t	chiseled out, forced out, scooped out, dug out
መነቃቀረ	v+t	disordered, chiseled out, forced out, scooped out, dug out wholly
መነተፈ	v+t	ran off with, stole
መነቸከ	v+t	pestered, bothered, irritated, stained, tainted, discolored
አመነቸከ	v+t	made (for instance, a shirt) discolored or stained (unable to make it dirt free completely)
መነኰሰ	v+t	became a monk
አመነኰሰ	v+t	converted someone into a monk
አስመነኰሰ	v+t	had someone converted into a monk
መነዘረ	v+t	broke down, changed, or converted (money into smaller units, like from 100 birr into 10 ten birrs)
መነዛዘረ	v+t	broke down, changed, or converted money into smaller units, totally
አስመነዘረ	v+t	had (money) changed (into smaller units)
መነገገ	v+t	obliged somebody's jaws(oral cavity) wide open
መነጠረ	v+t	made vacant, deracinated, dug up, unearthed, entirely, often to till the land.
መነጣጠረ	v+t	deracinated, dug up entirely, made vacant entirely
አስመነጠረ	v+t	had (often a meadow, pasture, bush, etc) deracinated, dug up entirely, made vacant entirely
መነጨረ	v+t	scratched, scuffed
መነጨቀ	v+t	ran off with, stole
አመነጫጨቀ	v+t	disparaged, poured scorn on, scoffed at entirely
አመናጨቀ	v+t	disparaged, poured scorn on, scoffed at
መከረ	v+t	offered advice, guidance and direction
መካከረ	v+t	offered some advice, guidance and direction
ተመካከረ	v+t	talked over or debated upon (for instance, a trouble) jointly, tried to find a guidance or recommendation
አማከረ	v+t	inquired a counsel, sought advice from someone, offered recommendation (suggestion)
አስመከረ	v+t	had something talked over debated upon
መከተ	v+t	shielded or safeguarded oneself for instance, from a hard strike, etc.
አመከነ	v+t	made someone infertile, childless (unproductive)
በመኪና፡ጻፈ	v+t	typewrote, word processed (through computer)
መዘመዘ	v+t	sponged up,drag out, spin out (for liquefied gold, silver)
መዘበረ	v+t	burgled, plundered, robbed
መዘነ	v+t	measured (weight), scaled, hefted, balanced
መመዘኛ	v+t	weighing scale, piece of equipment used for weighing, gauge, measure, standard, qualification, requirement
ተመዛዘነ	v+t	found on a par with, was in equivalent proportion, balanced with one another
አመዘነ	v+t	found heftier than, outweighed
አመዛዘነ	v+t	weighed against, judged against, made fair judgment, assessed, weighed up
አስመዘነ	v+t	had something, weighed (on weighing scale)
መዘዘ፡አማዘዘ	v+t	somebody kicked off a clash or conflict
አስመዘዘ	v+t	had something dragged out
መዘገበ	v+t	listed, held in reserve a documentation, possessed a dossier
መዘገበ፡ያዘ	v+t	held in reserve documentation
መደመደ	v+t	cut short (hair, etc.)
መደበ	v+t	allocated, dealt out, assigned, apportioned, laid (money) in the pot (betting)
አስመደበ	v+t	had money laid (gambling), had (person, etc.) assigned, placed
መገለ	v+t	oozed (puss from a wound)
አመገለ	v+t	took out pus by pressing against
መገመገ	v+t	drink covetously, taking pleasure in (as when a baby makes sound while sucking its mother's breast)
መገበ	v+t	nourished, gave to eat, provided for
ተመገበ	v+t	munched through, consumed, had food,
አስመገበ	v+t	had someone munched through
መጠመጠ	v+t	took in (something liquid) through small openings (as baby from nipples of its mother's breast) suckled
አመጠቀ	v+t	launched (rocket, missile, etc), caused to ascend up (fly)
መጠነ	v+t	obtained an exact quantity of something by measuring
ተመጠነ	v+t	had something obtained in exact quantity by measuring
አመጣጠነ	v+t	had something likewise comparable
መጠወተ	v+t	offered alms to the deprived
አስመጠወተ	v+t	had someone obtained alms
መጠጠ	v+t	took in (something liquid) through small openings
ተመጠጠ	v+t	was taken in (something liquid) through small openings
አስመጠጠ	v+t	caused (someone, something) took in (something liquid) through small openings
አመጣ	v+t	came carrying something
አማጣ	v+t	facilitated to ring
አስመጣ	v+t	had something or somebody fetch, traded in
መጨመጨ	v+t	kissed very much
መጸወተ	v+t	offered donations, hand-outs, alms, charity (to the needy)
አሟረተ	v+t	prophesized tragedy(catastrophe)
ሙዋጠጠ	v+t	used up the whole thing
ተሟጠጠ	v+t	got used up (consumed)
ሙዋጨ	v+t	made shining (one's teeth)
ሙዋጨረ	v+t	dented, scrawled (became illegible)
ሞጫጨረ	v+t	dented a little
ተሟጨረ	v+t	got dented, was scrawled (illegible)
አስሟጨረ	v+t	had someone dented by something
ሙዚቃ፡ተጫወተ	v+t	engaged oneself in music
ሙጥኝ፡አለ	v+t	required shield, stick to somebody, something
ማለ	v+t	vowed, undertook promise
ማለለ	v+t	beseeched
ማለደ	v+t	awoke in the early hours of the morning
አማለደ	v+t	pleaded, acted as mediators(for someone)
አስማረ	v+t	had someone pardoned or absolved
ማረረ	v+t	collected, gathered, lifted up
ማረከ	v+t	put persons under arrest, made prisoners (of war) or detainees, gave much notice or made focal point of
ተማረከ	v+t	was put under arrest, or became detainee, was attracted to or engrossed by
ማገ	v+t	intoxicated
አማገ	v+t	took mouthful noisily, gulp down food through accompaniment of liquid
ማገረ	v+t	fixed strengthening joist (floor or roof)
አማገረ	v+t	assisted someone to fix support (hold up) a partition
አስማገረ	v+t	had a partition fixed with supporting joist
ማገደ	v+t	added fuel to, stirred up, enflamed
አማገጠ	v+t	manipulated somebody to be careless, ruined a young person
መተረ	v+t	cut (sliced) bread, meat, etc.
አማጠ	v+t	was in birth-pang
ሞለጨ	v+t	became oily or greasy (hair, grass, etc), became slippery
ሙልጩን፡ወጣ	v+t	turned penniless, became insolvent
ተሞለጨ	v+t	got totally burglarized or raided
ሞላላ	v+t	decanted, transferred (a liquid from one container to another)
አሟላ	v+t	covered the remaining expense, fulfilled the requirement
አሞላላ	v+t	refilled, topped up, brimmed (one container or bottle, from several somewhat full ones)
አስሞላ	v+t	has somebody topped up, brimmed
ተሞረደ	v+t	got honed, sharpened, whetted
አስሞረደ	v+t	had something honed or whetted
ሞሸለቀ	v+t	smoldered, scalded, wounded
ተሞሸለቀ	v+t	got blistered, badly smoldered, got totally burglarized
ሞሸረ	v+t	provided rooms for only just married couple to stay and get amused
አሞቀ	v+t	limbering up something, maintained hot, boil over
ተሟሟቀ	v+t	provided warmth to one another, arrived at the icing on the cake (festivity, celebration, etc)
አሟሟቀ	v+t	rendered the icing on the cake, make livelier (a get together, merrymaking, etc)
አስሞቀ	v+t	had something hot, warm
ሞከረ	v+t	endeavored, made an effort, ventured, attempted
ተሞከረ	v+t	did a tryout, research, experiment, conducted a test
ተሟከረ	v+t	tested one another, checked each other's might
አሞካከረ	v+t	caused (someone, something) to confront one another or challenge one another
አሟከረ	v+t	caused (people) to face one another
ሞከተ	v+t	beefed up (ox, sheep, goat)
ተሞከተ	v+t	got beefed up (ox, sheep, goat)
አስሞከተ	v+t	had (ox, sheep, goat) beefed up
ሞጀረ	v+t	overflowed, spilled over
ሙጅር፡አደረገ	v+t	brimmed suddenly, put in more than one required to (usually, unintentionally)
ተሞጀረ	v+t	was put in large amount
አሞገሰ	v+t	praised or extolled (something, someone)
አሞጋገሰ	v+t	praised or commended someone over and over again
ተሞገሰ	v+t	commended, admired
ተሞጋገሰ	v+t	commended, extolled one another
ሞገተ	v+t	made a case against someone (in court),disputed, argued
ተሟገተ	v+t	brought a claim against someone
አሟገተ	v+t	adjudicate, sit in judgment, mediate
አስሞገተ	v+t	caused someone to be charged or indicted before the court
ሞገደ	v+t	rushed forward, surged
ሙግግ፡ያለ	v+t	awfully bony-faced, terribly skinny, unsightly
አሞጠሞጠ	v+t	had stuck out lips, became offensive (in speaking)
ሞጨለፈ	v+t	took hold of something and flee, ran off with or filched (often using one's strength)
አስሞጨለፈ	v+t	had (often, money) embezzled, walked off with (valuables)
ሟጠጠ	v+t	dumped, ditched, drained, made it vacant
ሟጨረ	v+t	dented, scuffed, scraped
ሠለሰ	v+t	performed something on every other days
አሠለሰ	v+t	performed something on every other days
ሠለጠ	v+t	interfered or messed about in everyone's dealings
አሠለጠነ	v+t	trained, coached, tutored, made one cultured, refined, sophisticated
አሠመረ	v+t	under(lined), ruled
ሠረሠረ	v+t	slice opened, penetrated, pierced (often, an opening)
ሠረገ	v+t	arranged a wedding ceremony
ሠራ	v+t	performed, started functioning, worked
ሠቀቀ	v+t	appalled, horror-struck, stunned, shocked
ሠቀጠጠ	v+t	shrilled, shrieked, screamed, unpleasant sound (for instance, that of rusty hinges)
ሠወረ	v+t	made hidden, secreted, veiled
ተሠወረ	v+t	got obscured, masked, veiled, kept without anyone knowing
ሠዋ	v+t	dead loss, sacrificed
አሠዋ	v+t	had someone lost by death, sacrificed
ሠየመ	v+t	named, called, titled
ተሠየመ	v+t	was named, was known as, was handed over to a specific court (for judges)
አሠየመ	v+t	had someone give a name
ሠገረ	v+t	walked briskly (of mules only)
አሠገረ	v+t	had a mule walked briskly
ሠጋ	v+t	became concerned, troubled, worried
አሠጋ	v+t	(something) became troubling, caused panic, caused worry
አሠጋ	v+t	bothered, troubled somebody, made somebody concerned
ሣለ	v+t	penciled in, sketched, portrayed, drew
ተሣለ	v+t	was sketched, penciled in, portrayed, drew
ሥር፡ነቀለ	v+t	pulled up, deracinate, dug up,
ረመጠ	v+t	sweltered, roasted (especially, by laying into hot ashes of fire)
አርመጠመጠ	v+t	performed something in an untidy and careless manner
ረሰረሰ	v+t	ran over (grass, lawn, meadow) shot down, knocked down, gunned down (men, for instance in war, etc)
አረሳሳ	v+t	diverted, sidetracked, made unfocused or scatterbrained
አስረሳ	v+t	made somebody overlook or fail to notice
ረሸነ	v+t	put to death by gunfire, shot down
አረቀቀ	v+t	did a rough plan (copy), outlined, sketched
አስረቀቀ	v+t	had someone do rough copy of (a piece of writing), had someone do a sketch or outline
ረበረበ	v+t	heaped, piled, mounded (especially, wood)
አስረበረበ	v+t	had (sth.) heaped up, mounded, bundled
ረበሸ	v+t	troubled, bothered
አረባ	v+t	fattened, hatched, incubated, bred, nurtured, took on pastoral (animal) husbandry
ግሥ፡ረባ	v+t	conjugated a verb
አራባ	v+t	hybridized, mongrelized, cross-bred, caused to multiply
ረታ	v+t	became the victor in (dispute, lawsuit, gambling, etc)
ተረታ	v+t	was defeated (lawsuit, case, gambling, dispute),despaired, gave up hope, saw no light at the end of the tunnel
አረከሰ	v+t	blasphemous, sacrilegious, impious, tainted, despoiled
ተረከበ	v+t	took over, received
አስረከበ	v+t	obtained, collected, took delivery of
አረካ	v+t	made pleased, made fulfilled, provided someone with what one needs and satisfied him, her
አረዘመ	v+t	made long-drawn-out, made extended
ረዘቀ	v+t	contributed, gave
ረዳ	v+t	lent a hand, helped out, aided
ተረዳ	v+t	got aided, helped out, was lent a hand
አረዳ	v+t	uncovered the bad news of someone's passing away to (family, relations, nears & dears)
ረገመ	v+t	execrated, damned, denounced, cursed
ተራገመ	v+t	had someone execrated, damned, denounced, longing ill will on someone
አስረገመ	v+t	made someone be execrated, damned, denounced
አረገበ	v+t	caused to become loose, drooping
አራገበ	v+t	winnowed, ventilated, blown
አርገበገበ	v+t	gesticulated, signaled using one's hand(s), piece of cloth and so on, obstructed the eyes from dust, etc. by waving the eyelashes, flapped wings
ረገጠ	v+t	stepped on, strode, waked on, put one's boot on, sealed on a document by inking the rubber stamp
ረጋገጠ	v+t	crushed, trodden, squashed
አስረገጠ	v+t	had someone strode, crushed, trodden
አረገፈ	v+t	caused fruit, leaves, etc. to drop from tree, had someone's teeth broken, for instance by kicking on the teeth
አረጋገፈ	v+t	undusted, (garments, bed sheets, etc)
አራገፈ	v+t	unpacked, took down, undusted
አስረገፈ	v+t	made someone unpacked or took down (from one's grip)
አረጋ	v+t	went sour, made yoghourt
አረጋጋ	v+t	had (someone, something) calmed down, settled down, made still, relieved, appeased
አረጠበ	v+t	moisturized, humidified, dampened
ረጨ	v+t	shook over, sprayed, showered
ተረጨ	v+t	got shook over, sprayed, showered
ተራጨ	v+t	shed (tears), poured, showered (water) about
ተረጫጨ	v+t	shed (tears), poured, showered (water) on one another
አስረጨ	v+t	had someone showered or decanted
ረፈረፈ	v+t	besieged, beleaguered, plagued
አስረፈደ	v+t	made late, belated
አራሰ	v+t	dripping wet, dampened, moisturized, wet through
ራሱን፡ሳተ	v+t	became unconscious, languished, fainted
ራስ፡ቻለ	v+t	became self-governing, self-financing, autonomous
ራስ፡አሸነፈ	v+t	defeated or triumphed over the challenges of life
ራስ፡ዐወቀ	v+t	became well again, healthier
ራስ፡ገታ	v+t	was in command of oneself
አራቀ	v+t	made (someone, something) isolated, or far-off, secluded
አራራቀ	v+t	made (things, people) distant or far from one another
አስራቀ	v+t	put (something, someone) far from (probably from whom they belong to)
አራቈተ	v+t	unveiled, stripped, made someone deprived, underprivileged
አስራበ	v+t	made someone starving
አራደ	v+t	caused to shiver, shudder, terrify
ሮሮ፡አሰማ	v+t	expressed one's regret or disappointment, reprimanded, chastised, complained
አሮጠ	v+t	ran after, pursued, hounded
አሯሯጠ	v+t	hounded, pursued
አስሮጠ	v+t	made someone run
ሰለለ	v+t	worked as a secret agent, functioned as undercover agent
አሰለለ	v+t	had someone worked as a secret agent
ሰለመ	v+t	converted to Islam
ሰላም፡ነሣ	v+t	disquieted, made commotion stirred up (provoked)
ሰላም፡ሰጠ	v+t	welcomed, greeted, saluted
ሰላም፡አቀረበ	v+t	made salutation or an acquaintance of
አሰለመ	v+t	converted someone to Islam
ተሳለመ	v+t	gestured (usu. the sign of the cross) by bowing
አሰለሰለ	v+t	caused (something, someone) to become slender
ሰለቀ	v+t	scoffed at, scorned, derided
ተሳለቀ	v+t	poke fun at, sneer at called somebody names
ሰለቀጠ	v+t	gulped down entirely
ሰለበ	v+t	became eunuch (castrato), slash someone's penis, deceived (in weighing produce, etc)
አሰለበ	v+t	caused someone to become eunuch, had someone castrated
ሰለተ	v+t	put in sequence, set in accordance to types (kinds)
አሰለቸ	v+t	made someone tired of, uninterested or fed up with something
ሰማ	v+t	paid attention to, listened to, comprehended what's spoken, became warm enough (of oven, frying pan, etc)
አሰማ	v+t	made known, declared, articulated, expressed, made warm enough (stove-top, saucepan, etc),push for an appeal (petition)
ተሰማማ	v+t	took notice or kept one's mind on one another
አስማማ	v+t	prepared someone to agree to or brought into line
ሰምበር፡አወጣ	v+t	black-and-blue, injured, beaten
ሰረረ	v+t	mated, fucked (animals)
አሳረረ	v+t	caused (animals) to mate
ሰረሰረ	v+t	pierced, drilled, made a whole
ሰረቀ	v+t	embezzled, committed fraud, appropriated
ተሰራረቀ	v+t	committed fraud, appropriated frequently from one another
ሰረዘ	v+t	called off, annulled, withdrew, erased, terminated
ሰራረዘ	v+t	deleted, erased, rubbed out a lot
ሰረጎደ	v+t	made a hollow, grooved in, notched, made a dimple nudged a crack in
ሰሰነ	v+t	had a hunger for sexual desire
ሰቀለ	v+t	strangled or garroted someone, hanged something (on a wall, for instance), throttled someone
አሰቀለ	v+t	had someone strangled or garroted, had something hanged
አሳቀለ	v+t	assisted someone strangle somebody or hang something
አመሳቀለ	v+t	caused disorder, brought about chaos
አመሰቃቀለ	v+t	brought about continuous chaos, disarray
ተሳቀቀ	v+t	got deeply let down or became descent
አሳቀቀ	v+t	seriously thwarted somebody
ስቅቅ፡አለ	v+t	lamented so intensely
ሰቀዘ	v+t	held, clasped, or seized with hurting
አሰቃየ	v+t	tormented, agonized, distressed
ሰበረ	v+t	smashed, crashed, shattered, broke in
ሰብሮ፡ከፈተ	v+t	smashed and unlock, crashed and unbolt
ሰበረ፡ገባ	v+t	burgled, broke in
ሰባበረ	v+t	smashed or broke into tiny parts
አሳበረ	v+t	discovered a bee-line, close quarters, spitting distance, short cut, shorter distance (of roads, streets)
አሰበረ	v+t	had something conked out, broken down
ሰበሰበ	v+t	collected, amassed, congregated, hoarded, brought together, reaped (grains)
አፉን፡ሰበሰበ	v+t	kept silence, was shut up (perhaps due to panic)
ልብሱን፡ሰበሰበ	v+t	picked up or gathered one's clothes
ሰበሰበ፡አደረገ	v+t	conducted or held a meeting, symposium, or seminar
ሰባሰበ	v+t	stacked, piled up, collected indiscriminately
አሰባሰበ	v+t	assisted in collecting something, mobilized or rallied people
ሰበቀ	v+t	minced, milled, mixed (eggs, etc), stroke fire-stick
አሳበቀ	v+t	imparted rumor or scandal, communicated a story to someone
አሳበበ	v+t	made an alleged reason, came up with a certain cause or pretext
ሰበከ	v+t	preached, sermonized, advocated
አሰበከ	v+t	had someone preach, sermonize, advocate
አሰባ	v+t	beefed up, made plump
ሰተረ	v+t	put in the right position, placed in accurately
አሰነቀ	v+t	made supplies(food, rations) ready
ሰነቀረ	v+t	push into, stick into powerfully (often something taut)
አሰነበተ	v+t	belated or overdue for sometime
ተሰነባበተ	v+t	say goodbye to one another,
አሰናበተ	v+t	let go someone from one's job or employment, fired a member of staff
ሰነበጠ	v+t	incised, split, notched
ሰነከለ	v+t	limped, hopped, or walked with difficulty
ተሰናከለ	v+t	got obstructed, impeded, stuck
አሰናከለ	v+t	had someone obstructed, impeded
አሰነካከለ	v+t	brought about a lot of obstruction, or impediment
ሰነዘረ	v+t	aimed at, intended for, stretched out one's arm (as to calculate width, length, distance
ሰነገ	v+t	looped the snout (especially, of a bull), pricked beak (especially, of broody hen) with feather
ሰነገ	v+t	filled the inside of(especially, green pepper with tomato and onions as to make it tasty)
ሰነጠረ	v+t	slit wood thinly (as tooth pick, etc)
ሰነጣጠረ	v+t	slit wood thinly into several pieces
ተሰነጠረ	v+t	was slit (specially, wood) thinly
ሰነጠቀ	v+t	ripped, or tore into (specially, wood) fractured
ሰነጣጠቀ	v+t	slit, ripped(often wood) thinly into several pieces
ተሰነጠቀ	v+t	was slit, fractured
አሰነጠቀ	v+t	had something slit, splintered
አሰነፈ	v+t	heartened (someone) to be indolent or sluggish
አሳነፈ	v+t	caused (someone) to be indolent or sluggish
ሰነፈጠ	v+t	prickled, tingled the nose (often while eating food containing mustard)
አሰከረ	v+t	made someone intoxicated or under the influence of drink
አሳከረ	v+t	made intoxicated, made (something) mystified
ሰከሰከ	v+t	packed full, made full, overstuffed
ሰከነ	v+t	percolated, became grown-up or full-fledged
አሰከነ	v+t	caused to become composed, got to the bottom of
